id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,p,fold-change
4001,"LIM domain containing preferred translocation partner in lipoma",4001,"LPP","LIM domain containing preferred translocation partner in lipoma",4026,"3","n/a","n/a","2.95e-13","2.374"
36750,"shroom family member 4",36750,"SHROOM4","shroom family member 4",57477,"X","n/a","n/a","1.45e-12","2.373"
37549,"transmembrane protein 8A",37549,"TMEM8A","transmembrane protein 8A",58986,"16","n/a","n/a","1.01e-11","2.373"
41422,"nucleic acid binding protein 1",41422,"NABP1","nucleic acid binding protein 1",64859,"2","n/a","n/a","9.86e-12","2.373"
3124,"H2.0-like homeobox",3124,"HLX","H2.0-like homeobox",3142,"1","n/a","n/a","7.67e-10","2.373"
58492,"ring finger protein 135",58492,"RNF135","ring finger protein 135",84282,"17","n/a","n/a","8.35e-27","2.372"
8402,"TEA domain family member 2",8402,"TEAD2","TEA domain family member 2",8463,"19","n/a","n/a","1.34e-13","2.371"
8374,"reversion-inducing-cysteine-rich protein with kazal motifs",8374,"RECK","reversion-inducing-cysteine-rich protein with kazal motifs",8434,"9","n/a","n/a","2.57e-18","2.370"
6614,"son of sevenless homolog 1 (Drosophila)",6614,"SOS1","son of sevenless homolog 1 (Drosophila)",6654,"2","n/a","n/a","2.55e-11","2.368"
5302,"phospholipase C-like 1",5302,"PLCL1","phospholipase C-like 1",5334,"2","n/a","n/a","1.36e-13","2.365"
56548,"LIM domain containing 2",56548,"LIMD2","LIM domain containing 2",80774,"17","n/a","n/a","5.07e-10","2.363"
1051,"centromere protein A",1051,"CENPA","centromere protein A",1058,"2","n/a","n/a","1.70e-10","2.363"
1317,"mitogen-activated protein kinase kinase kinase 8",1317,"MAP3K8","mitogen-activated protein kinase kinase kinase 8",1326,"10","n/a","n/a","1.74e-11","2.362"
8901,"suppressor of cytokine signaling 3",8901,"SOCS3","suppressor of cytokine signaling 3",9021,"17","n/a","n/a","8.02e-06","2.361"
3491,"immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides",3491,"IGJ","immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides",3512,"4","n/a","n/a","2.66e-04","2.359"
33913,"ADP-ribosylation factor-like 15",33913,"ARL15","ADP-ribosylation factor-like 15",54622,"5","n/a","n/a","3.19e-19","2.358"
81553,"chromosome 18 open reading frame 54",81553,"C18orf54","chromosome 18 open reading frame 54",162681,"18","n/a","n/a","1.26e-12","2.358"
57837,"SRY (sex determining region Y)-box 7",57837,"SOX7","SRY (sex determining region Y)-box 7",83595,"8","n/a","n/a","6.89e-15","2.357"
1231,"chemokine-like receptor 1",1231,"CMKLR1","chemokine-like receptor 1",1240,"12","n/a","n/a","4.09e-10","2.357"
8657,"ADAM metallopeptidase domain 19",8657,"ADAM19","ADAM metallopeptidase domain 19",8728,"5","n/a","n/a","1.56e-09","2.356"
58126,"potassium channel tetramerisation domain containing 10",58126,"KCTD10","potassium channel tetramerisation domain containing 10",83892,"12","n/a","n/a","3.22e-21","2.356"
6208,"ribonucleotide reductase M2",6208,"RRM2","ribonucleotide reductase M2",6241,"2","n/a","n/a","1.86e-08","2.354"
1977,"serpin peptidase inhibitor, clade B (ovalbumin), member 1",1977,"SERPINB1","serpin peptidase inhibitor, clade B (ovalbumin), member 1",1992,"6","n/a","n/a","7.18e-15","2.352"
5946,"RE1-silencing transcription factor",5946,"REST","RE1-silencing transcription factor",5978,"4","n/a","n/a","1.04e-22","2.348"
4311,"molybdenum cofactor synthesis 1",4311,"MOCS1","molybdenum cofactor synthesis 1",4337,"6","n/a","n/a","3.40e-12","2.345"
7062,"tetraspanin 6",7062,"TSPAN6","tetraspanin 6",7105,"X","n/a","n/a","5.17e-11","2.343"
80943,"septin 10",80943,"SEPT10","septin 10",151011,"2","n/a","n/a","1.10e-18","2.343"
25906,"GTPase, IMAP family member 2",25906,"GIMAP2","GTPase, IMAP family member 2",26157,"7","n/a","n/a","4.43e-12","2.342"
986,"cell division cycle 20 homolog (S. cerevisiae)",986,"CDC20","cell division cycle 20 homolog (S. cerevisiae)",991,"1","n/a","n/a","1.80e-10","2.342"
1464,"cystatin A (stefin A)",1464,"CSTA","cystatin A (stefin A)",1475,"3","n/a","n/a","1.64e-06","2.340"
57712,"glycosyltransferase 8 domain containing 2",57712,"GLT8D2","glycosyltransferase 8 domain containing 2",83468,"12","n/a","n/a","2.89e-05","2.340"
9353,"kinesin family member 23",9353,"KIF23","kinesin family member 23",9493,"15","n/a","n/a","1.55e-11","2.338"
5653,"proteasome (prosome, macropain) subunit, alpha type, 4",5653,"PSMA4","proteasome (prosome, macropain) subunit, alpha type, 4",5685,"15","n/a","n/a","5.89e-13","2.337"
10633,"vesicle-associated membrane protein 5 (myobrevin)",10633,"VAMP5","vesicle-associated membrane protein 5 (myobrevin)",10791,"2","n/a","n/a","5.64e-10","2.336"
34377,"chromosome 10 open reading frame 118",34377,"C10orf118","chromosome 10 open reading frame 118",55088,"10","n/a","n/a","1.54e-10","2.336"
30613,"PHD finger protein 11",30613,"PHF11","PHD finger protein 11",51131,"13","n/a","n/a","6.79e-15","2.334"
40853,"stimulated by retinoic acid gene 6 homolog (mouse)",40853,"STRA6","stimulated by retinoic acid gene 6 homolog (mouse)",64220,"15","n/a","n/a","5.28e-09","2.332"
9906,"structural maintenance of chromosomes 4",9906,"SMC4","structural maintenance of chromosomes 4",10051,"3","n/a","n/a","3.67e-11","2.332"
29658,"GDP-mannose pyrophosphorylase B",29658,"GMPPB","GDP-mannose pyrophosphorylase B",29925,"3","n/a","n/a","5.54e-10","2.332"
59609,"TSPY-like 5",59609,"TSPYL5","TSPY-like 5",85453,"8","n/a","n/a","8.60e-11","2.329"
8435,"solute carrier family 43, member 1",8435,"SLC43A1","solute carrier family 43, member 1",8501,"11","n/a","n/a","9.82e-14","2.327"
5065,"protocadherin 1",5065,"PCDH1","protocadherin 1",5097,"5","n/a","n/a","5.38e-16","2.327"
168411,"ribosomal protein S15a pseudogene 10",168411,"RPS15AP10","ribosomal protein S15a pseudogene 10",728963,"1","n/a","n/a","4.00e-07","2.327"
2199,"Fc fragment of IgG, low affinity IIIa, receptor (CD16a)",2199,"FCGR3A","Fc fragment of IgG, low affinity IIIa, receptor (CD16a)",2214,"1","n/a","n/a","1.00e-06","2.327"
9322,"RAS protein activator like 2",9322,"RASAL2","RAS protein activator like 2",9462,"1","n/a","n/a","6.21e-19","2.326"
59422,"histone cluster 1, H2ah",59422,"HIST1H2AH","histone cluster 1, H2ah",85235,"6","n/a","n/a","1.22e-05","2.324"
36655,"ras homolog family member J",36655,"RHOJ","ras homolog family member J",57381,"14","n/a","n/a","5.72e-17","2.324"
6875,"thromboxane A2 receptor",6875,"TBXA2R","thromboxane A2 receptor",6915,"19","n/a","n/a","2.90e-14","2.324"
3550,"interleukin 7 receptor",3550,"IL7R","interleukin 7 receptor",3575,"5","n/a","n/a","8.08e-05","2.321"
10392,"glutaredoxin 3",10392,"GLRX3","glutaredoxin 3",10539,"10","n/a","n/a","1.72e-15","2.321"
23351,"acyl-CoA thioesterase 9",23351,"ACOT9","acyl-CoA thioesterase 9",23597,"X","n/a","n/a","8.13e-18","2.321"
30574,"SID1 transmembrane family, member 2",30574,"SIDT2","SID1 transmembrane family, member 2",51092,"11","n/a","n/a","4.43e-22","2.319"
76657,"solute carrier family 52, riboflavin transporter, member 3",76657,"SLC52A3","solute carrier family 52, riboflavin transporter, member 3",113278,"20","n/a","n/a","1.95e-12","2.319"
55065,"THO complex 6 homolog (Drosophila)",55065,"THOC6","THO complex 6 homolog (Drosophila)",79228,"16","n/a","n/a","6.55e-14","2.317"
4638,"NGFI-A binding protein 1 (EGR1 binding protein 1)",4638,"NAB1","NGFI-A binding protein 1 (EGR1 binding protein 1)",4664,"2","n/a","n/a","7.69e-14","2.316"
23178,"transmembrane emp24 protein transport domain containing 3",23178,"TMED3","transmembrane emp24 protein transport domain containing 3",23423,"15","n/a","n/a","1.49e-13","2.315"
1155,"CDC28 protein kinase regulatory subunit 2",1155,"CKS2","CDC28 protein kinase regulatory subunit 2",1164,"9","n/a","n/a","1.29e-11","2.315"
3319,"heparan sulfate proteoglycan 2",3319,"HSPG2","heparan sulfate proteoglycan 2",3339,"1","n/a","n/a","3.98e-09","2.315"
1166,"adaptor-related protein complex 2, sigma 1 subunit",1166,"AP2S1","adaptor-related protein complex 2, sigma 1 subunit",1175,"19","n/a","n/a","1.55e-08","2.313"
34485,"chromosome 12 open reading frame 35",34485,"C12orf35","chromosome 12 open reading frame 35",55196,"12","n/a","n/a","1.87e-12","2.313"
386,"ras homolog family member C",386,"RHOC","ras homolog family member C",389,"1","n/a","n/a","1.46e-13","2.312"
3466,"insulin-like growth factor binding protein 3",3466,"IGFBP3","insulin-like growth factor binding protein 3",3486,"7","n/a","n/a","1.64e-04","2.311"
92007,"sphingomyelin synthase 1",92007,"SGMS1","sphingomyelin synthase 1",259230,"10","n/a","n/a","1.15e-13","2.310"
55810,"transmembrane protein 156",55810,"TMEM156","transmembrane protein 156",80008,"4","n/a","n/a","1.12e-08","2.307"
9794,"Rho GTPase activating protein 25",9794,"ARHGAP25","Rho GTPase activating protein 25",9938,"2","n/a","n/a","6.55e-13","2.305"
80613,"adenomatosis polyposis coli down-regulated 1",80613,"APCDD1","adenomatosis polyposis coli down-regulated 1",147495,"18","n/a","n/a","1.32e-09","2.304"
3105,"major histocompatibility complex, class II, DR beta 1",3105,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1",3123,"6","n/a","n/a","6.53e-06","2.304"
2703,"glypican 3",2703,"GPC3","glypican 3",2719,"X","n/a","n/a","5.71e-07","2.303"
10406,"HIV-1 Tat interactive protein 2, 30kDa",10406,"HTATIP2","HIV-1 Tat interactive protein 2, 30kDa",10553,"11","n/a","n/a","2.22e-12","2.299"
2896,"glutamate receptor, metabotropic 3",2896,"GRM3","glutamate receptor, metabotropic 3",2913,"7","n/a","n/a","1.14e-05","2.298"
33213,"pelota homolog (Drosophila)",33213,"PELO","pelota homolog (Drosophila)",53918,"5","n/a","n/a","2.06e-13","2.298"
4608,"myosin, light chain 3, alkali; ventricular, skeletal, slow",4608,"MYL3","myosin, light chain 3, alkali; ventricular, skeletal, slow",4634,"3","n/a","n/a","1.72e-07","2.295"
27029,"sulfotransferase family, cytosolic, 1B, member 1",27029,"SULT1B1","sulfotransferase family, cytosolic, 1B, member 1",27284,"4","n/a","n/a","7.44e-08","2.293"
57783,"NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)",57783,"NUF2","NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)",83540,"1","n/a","n/a","4.17e-07","2.293"
1935,"ephrin-B2",1935,"EFNB2","ephrin-B2",1948,"13","n/a","n/a","9.50e-16","2.293"
7413,"WAS/WASL interacting protein family, member 1",7413,"WIPF1","WAS/WASL interacting protein family, member 1",7456,"2","n/a","n/a","1.78e-16","2.291"
9230,"klotho",9230,"KL","klotho",9365,"13","n/a","n/a","8.53e-10","2.289"
34403,"Rho GTPase activating protein 17",34403,"ARHGAP17","Rho GTPase activating protein 17",55114,"16","n/a","n/a","2.41e-14","2.288"
659,"BCL2/adenovirus E1B 19kDa interacting protein 2",659,"BNIP2","BCL2/adenovirus E1B 19kDa interacting protein 2",663,"15","n/a","n/a","1.55e-17","2.288"
34069,"non-SMC element 4 homolog A (S. cerevisiae)",34069,"NSMCE4A","non-SMC element 4 homolog A (S. cerevisiae)",54780,"10","n/a","n/a","9.23e-12","2.285"
27044,"ADAM-like, decysin 1",27044,"ADAMDEC1","ADAM-like, decysin 1",27299,"8","n/a","n/a","4.10e-05","2.284"
329,"baculoviral IAP repeat containing 5",329,"BIRC5","baculoviral IAP repeat containing 5",332,"17","n/a","n/a","5.65e-07","2.282"
22830,"SWAP switching B-cell complex 70kDa subunit",22830,"SWAP70","SWAP switching B-cell complex 70kDa subunit",23075,"11","n/a","n/a","5.57e-22","2.282"
30570,"kelch-like 5 (Drosophila)",30570,"KLHL5","kelch-like 5 (Drosophila)",51088,"4","n/a","n/a","4.34e-16","2.280"
25608,"prostate androgen-regulated transcript 1 (non-protein coding)",25608,"PART1","prostate androgen-regulated transcript 1 (non-protein coding)",25859,"5","n/a","n/a","2.72e-07","2.280"
375,"ADP-ribosylation factor 4",375,"ARF4","ADP-ribosylation factor 4",378,"3","n/a","n/a","5.27e-14","2.278"
708,"complement component 1, q subcomponent, A chain",708,"C1QA","complement component 1, q subcomponent, A chain",712,"1","n/a","n/a","7.83e-08","2.277"
8408,"sorbin and SH3 domain containing 2",8408,"SORBS2","sorbin and SH3 domain containing 2",8470,"4","n/a","n/a","1.19e-08","2.277"
4213,"microfibrillar-associated protein 3",4213,"MFAP3","microfibrillar-associated protein 3",4238,"5","n/a","n/a","2.70e-15","2.276"
29501,"tropomodulin 3 (ubiquitous)",29501,"TMOD3","tropomodulin 3 (ubiquitous)",29766,"15","n/a","n/a","2.46e-24","2.273"
172108,"MIR143 host gene (non-protein coding)",172108,"MIR143HG","MIR143 host gene (non-protein coding)",728264,"5","n/a","n/a","3.68e-13","2.271"
5289,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",5289,"PLA2G4A","phospholipase A2, group IVA (cytosolic, calcium-dependent)",5321,"1","n/a","n/a","1.09e-12","2.270"
5867,"v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)",5867,"RALB","v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)",5899,"2","n/a","n/a","3.21e-16","2.270"
37762,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",37762,"PLEKHA1","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",59338,"10","n/a","n/a","1.22e-14","2.269"
25759,"spermatogenesis associated, serine-rich 2-like",25759,"SPATS2L","spermatogenesis associated, serine-rich 2-like",26010,"2","n/a","n/a","3.27e-20","2.269"
28852,"myosin regulatory light chain interacting protein",28852,"MYLIP","myosin regulatory light chain interacting protein",29116,"6","n/a","n/a","3.03e-15","2.268"
3790,"v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog",3790,"KIT","v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog",3815,"4","n/a","n/a","2.93e-05","2.265"
125654,"protein tyrosine phosphatase-like A domain containing 2",125654,"PTPLAD2","protein tyrosine phosphatase-like A domain containing 2",401494,"9","n/a","n/a","2.00e-12","2.264"
9689,"maternal embryonic leucine zipper kinase",9689,"MELK","maternal embryonic leucine zipper kinase",9833,"9","n/a","n/a","1.52e-09","2.263"
40807,"dipeptidase 2",40807,"DPEP2","dipeptidase 2",64174,"16","n/a","n/a","3.19e-10","2.263"
2259,"four and a half LIM domains 2",2259,"FHL2","four and a half LIM domains 2",2274,"2","n/a","n/a","1.28e-08","2.262"
10288,"CDC42 effector protein (Rho GTPase binding) 2",10288,"CDC42EP2","CDC42 effector protein (Rho GTPase binding) 2",10435,"11","n/a","n/a","3.41e-12","2.262"
4042,"v-yes-1 Yamaguchi sarcoma viral related oncogene homolog",4042,"LYN","v-yes-1 Yamaguchi sarcoma viral related oncogene homolog",4067,"8","n/a","n/a","1.27e-15","2.261"
25672,"atlastin GTPase 3",25672,"ATL3","atlastin GTPase 3",25923,"11","n/a","n/a","7.55e-15","2.261"
93862,"coiled-coil domain containing 153",93862,"CCDC153","coiled-coil domain containing 153",283152,"11","n/a","n/a","1.46e-08","2.260"
23091,"synemin, intermediate filament protein",23091,"SYNM","synemin, intermediate filament protein",23336,"15","n/a","n/a","1.36e-14","2.259"
58128,"tetratricopeptide repeat domain 29",58128,"TTC29","tetratricopeptide repeat domain 29",83894,"4","n/a","n/a","3.28e-06","2.258"
8988,"N-myc (and STAT) interactor",8988,"NMI","N-myc (and STAT) interactor",9111,"2","n/a","n/a","4.88e-15","2.257"
2260,"four and a half LIM domains 3",2260,"FHL3","four and a half LIM domains 3",2275,"1","n/a","n/a","7.61e-09","2.256"
93807,"chromosome 10 open reading frame 125",93807,"C10orf125","chromosome 10 open reading frame 125",282969,"10","n/a","n/a","7.38e-12","2.256"
157122235,"uncharacterized LOC100506455",157122235,"LOC100506455","uncharacterized LOC100506455",100506455,"2","n/a","n/a","7.64e-16","2.255"
77601,"oxysterol binding protein-like 9",77601,"OSBPL9","oxysterol binding protein-like 9",114883,"1","n/a","n/a","3.73e-18","2.254"
2116,"exostosin 1",2116,"EXT1","exostosin 1",2131,"8","n/a","n/a","4.28e-13","2.254"
55447,"steroid 5 alpha-reductase 3",55447,"SRD5A3","steroid 5 alpha-reductase 3",79644,"4","n/a","n/a","1.75e-16","2.253"
6447,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",6447,"ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2",6483,"16","n/a","n/a","8.33e-15","2.253"
31117,"chromosome 14 open reading frame 166",31117,"C14orf166","chromosome 14 open reading frame 166",51637,"14","n/a","n/a","2.07e-13","2.253"
9860,"N-acetylated alpha-linked acidic dipeptidase-like 1",9860,"NAALADL1","N-acetylated alpha-linked acidic dipeptidase-like 1",10004,"11","n/a","n/a","2.94e-10","2.248"
81592,"DENN/MADD domain containing 2C",81592,"DENND2C","DENN/MADD domain containing 2C",163259,"1","n/a","n/a","1.19e-11","2.248"
25578,"transmembrane protein 184B",25578,"TMEM184B","transmembrane protein 184B",25829,"22","n/a","n/a","3.62e-13","2.248"
37330,"family with sequence similarity 60, member A",37330,"FAM60A","family with sequence similarity 60, member A",58516,"12","n/a","n/a","1.31e-09","2.248"
182374,"uncharacterized LOC728431",182374,"LOC728431","uncharacterized LOC728431",728431,"1","n/a","n/a","3.57e-11","2.247"
4183,"myocyte enhancer factor 2C",4183,"MEF2C","myocyte enhancer factor 2C",4208,"5","n/a","n/a","1.45e-11","2.246"
3296,"heat shock 27kDa protein 2",3296,"HSPB2","heat shock 27kDa protein 2",3316,"11","n/a","n/a","1.36e-08","2.245"
7492,"zeta-chain (TCR) associated protein kinase 70kDa",7492,"ZAP70","zeta-chain (TCR) associated protein kinase 70kDa",7535,"2","n/a","n/a","1.82e-07","2.243"
5295,"plasminogen activator, tissue",5295,"PLAT","plasminogen activator, tissue",5327,"8","n/a","n/a","2.28e-07","2.242"
7278,"ubiquitin-conjugating enzyme E2D 1",7278,"UBE2D1","ubiquitin-conjugating enzyme E2D 1",7321,"10","n/a","n/a","1.16e-19","2.239"
79716,"peroxidasin homolog (Drosophila)-like",79716,"PXDNL","peroxidasin homolog (Drosophila)-like",137902,"8","n/a","n/a","9.99e-10","2.238"
3586,"integrin-linked kinase",3586,"ILK","integrin-linked kinase",3611,"11","n/a","n/a","8.00e-09","2.236"
80328,"sestrin 3",80328,"SESN3","sestrin 3",143686,"11","n/a","n/a","6.55e-11","2.236"
3461,"insulin-like growth factor 2 (somatomedin A)",3461,"IGF2","insulin-like growth factor 2 (somatomedin A)",3481,"11","n/a","n/a","6.37e-04","2.235"
4461,"msh homeobox 1",4461,"MSX1","msh homeobox 1",4487,"4","n/a","n/a","7.72e-09","2.234"
10856,"KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2",10856,"KDELR2","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2",11014,"7","n/a","n/a","1.28e-15","2.234"
1929,"ephrin-A1",1929,"EFNA1","ephrin-A1",1942,"1","n/a","n/a","9.56e-11","2.234"
4215,"milk fat globule-EGF factor 8 protein",4215,"MFGE8","milk fat globule-EGF factor 8 protein",4240,"15","n/a","n/a","2.98e-10","2.232"
1023510,"MIR181A2 host gene (non-protein coding)",1023510,"MIR181A2HG","MIR181A2 host gene (non-protein coding)",100379345,"9","n/a","n/a","3.24e-06","2.232"
9223,"integrin, beta-like 1 (with EGF-like repeat domains)",9223,"ITGBL1","integrin, beta-like 1 (with EGF-like repeat domains)",9358,"13","n/a","n/a","2.16e-03","2.230"
94843,"family with sequence similarity 27, member E3",94843,"FAM27E3","family with sequence similarity 27, member E3",100131997,"9","n/a","n/a","1.97e-12","2.228"
3549,"interleukin 7",3549,"IL7","interleukin 7",3574,"8","n/a","n/a","5.51e-08","2.227"
25598,"prostate androgen-regulated mucin-like protein 1",25598,"PARM1","prostate androgen-regulated mucin-like protein 1",25849,"4","n/a","n/a","1.28e-06","2.227"
77642,"vasorin",77642,"VASN","vasorin",114990,"16","n/a","n/a","1.27e-13","2.226"
119586,"microtubule associated serine/threonine kinase family member 4",119586,"MAST4","microtubule associated serine/threonine kinase family member 4",375449,"5","n/a","n/a","2.68e-12","2.224"
36973,"family with sequence similarity 160, member B1",36973,"FAM160B1","family with sequence similarity 160, member B1",57700,"10","n/a","n/a","1.21e-16","2.222"
9604,"STE20-like kinase",9604,"SLK","STE20-like kinase",9748,"10","n/a","n/a","2.98e-13","2.222"
10024,"small EDRK-rich factor 2",10024,"SERF2","small EDRK-rich factor 2",10169,"15","n/a","n/a","3.04e-12","2.221"
34559,"nudix (nucleoside diphosphate linked moiety X)-type motif 15",34559,"NUDT15","nudix (nucleoside diphosphate linked moiety X)-type motif 15",55270,"13","n/a","n/a","1.47e-19","2.221"
2649,"GDP dissociation inhibitor 2",2649,"GDI2","GDP dissociation inhibitor 2",2665,"10","n/a","n/a","1.79e-18","2.220"
40727,"SPARC related modular calcium binding 2",40727,"SMOC2","SPARC related modular calcium binding 2",64094,"6","n/a","n/a","7.60e-04","2.216"
8413,"G protein-coupled receptor 65",8413,"GPR65","G protein-coupled receptor 65",8477,"14","n/a","n/a","1.70e-09","2.213"
77651,"HAUS augmin-like complex, subunit 1",77651,"HAUS1","HAUS augmin-like complex, subunit 1",115106,"18","n/a","n/a","7.16e-15","2.213"
29744,"SH3-domain kinase binding protein 1",29744,"SH3KBP1","SH3-domain kinase binding protein 1",30011,"X","n/a","n/a","7.10e-15","2.212"
1016448,"uncharacterized LOC100132891",1016448,"LOC100132891","uncharacterized LOC100132891",100132891,"8","n/a","n/a","1.71e-12","2.211"
8417,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",8417,"SEMA7A","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",8482,"15","n/a","n/a","1.21e-09","2.209"
31183,"acyl-CoA synthetase long-chain family member 5",31183,"ACSL5","acyl-CoA synthetase long-chain family member 5",51703,"10","n/a","n/a","3.42e-14","2.204"
6061,"Rho-associated, coiled-coil containing protein kinase 1",6061,"ROCK1","Rho-associated, coiled-coil containing protein kinase 1",6093,"18","n/a","n/a","5.78e-12","2.204"
41008,"regulator of G-protein signaling 18",41008,"RGS18","regulator of G-protein signaling 18",64407,"1","n/a","n/a","7.10e-07","2.203"
157123315,"uncharacterized LOC100507307",157123315,"LOC100507307","uncharacterized LOC100507307",100507307,"2","n/a","n/a","2.02e-06","2.203"
7221,"tissue specific transplantation antigen P35B",7221,"TSTA3","tissue specific transplantation antigen P35B",7264,"8","n/a","n/a","6.29e-09","2.203"
9330,"eukaryotic translation initiation factor 4E family member 2",9330,"EIF4E2","eukaryotic translation initiation factor 4E family member 2",9470,"2","n/a","n/a","6.36e-10","2.201"
3087,"major histocompatibility complex, class I, A",3087,"HLA-A","major histocompatibility complex, class I, A",3105,"6","n/a","n/a","6.94e-13","2.200"
3130,"high mobility group nucleosome binding domain 1",3130,"HMGN1","high mobility group nucleosome binding domain 1",3150,"21","n/a","n/a","2.99e-20","2.198"
32826,"transmembrane 6 superfamily member 1",32826,"TM6SF1","transmembrane 6 superfamily member 1",53346,"15","n/a","n/a","2.25e-11","2.197"
83650,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)",83650,"STT3B","STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)",201595,"3","n/a","n/a","4.67e-11","2.196"
10290,"interferon, gamma-inducible protein 30",10290,"IFI30","interferon, gamma-inducible protein 30",10437,"19","n/a","n/a","2.09e-05","2.196"
23167,"COMM domain containing 3",23167,"COMMD3","COMM domain containing 3",23412,"10","n/a","n/a","8.12e-12","2.195"
11054,"A kinase (PRKA) anchor protein 13",11054,"AKAP13","A kinase (PRKA) anchor protein 13",11214,"15","n/a","n/a","3.17e-15","2.194"
35041,"septin 11",35041,"SEPT11","septin 11",55752,"4","n/a","n/a","4.45e-21","2.194"
26860,"phosphodiesterase 7B",26860,"PDE7B","phosphodiesterase 7B",27115,"6","n/a","n/a","1.52e-11","2.194"
3759,"potassium voltage-gated channel, KQT-like subfamily, member 1",3759,"KCNQ1","potassium voltage-gated channel, KQT-like subfamily, member 1",3784,"11","n/a","n/a","2.93e-10","2.192"
29808,"egf-like module containing, mucin-like, hormone receptor-like 2",29808,"EMR2","egf-like module containing, mucin-like, hormone receptor-like 2",30817,"19","n/a","n/a","8.40e-10","2.192"
40544,"family with sequence similarity 111, member A",40544,"FAM111A","family with sequence similarity 111, member A",63901,"11","n/a","n/a","9.88e-14","2.191"
94443,"ring finger protein 149",94443,"RNF149","ring finger protein 149",284996,"2","n/a","n/a","1.33e-14","2.190"
157122945,"uncharacterized LOC100507015",157122945,"LOC100507015","uncharacterized LOC100507015",100507015,"3","n/a","n/a","6.27e-13","2.190"
80959,"kelch-like 23 (Drosophila)",80959,"KLHL23","kelch-like 23 (Drosophila)",151230,"2","n/a","n/a","9.31e-12","2.187"
80742,"solute carrier family 30 (zinc transporter), member 7",80742,"SLC30A7","solute carrier family 30 (zinc transporter), member 7",148867,"1","n/a","n/a","3.06e-18","2.187"
3963,"lipase A, lysosomal acid, cholesterol esterase",3963,"LIPA","lipase A, lysosomal acid, cholesterol esterase",3988,"10","n/a","n/a","3.56e-10","2.185"
29841,"cerebellar degeneration-related protein 2-like",29841,"CDR2L","cerebellar degeneration-related protein 2-like",30850,"17","n/a","n/a","4.40e-10","2.183"
55480,"structural maintenance of chromosomes 6",55480,"SMC6","structural maintenance of chromosomes 6",79677,"2","n/a","n/a","2.22e-10","2.183"
166114,"uncharacterized LOC645722",166114,"LOC645722","uncharacterized LOC645722",645722,"17","n/a","n/a","2.35e-08","2.181"
34480,"NAD synthetase 1",34480,"NADSYN1","NAD synthetase 1",55191,"11","n/a","n/a","1.34e-14","2.181"
58753,"par-6 partitioning defective 6 homolog gamma (C. elegans)",58753,"PARD6G","par-6 partitioning defective 6 homolog gamma (C. elegans)",84552,"18","n/a","n/a","7.38e-12","2.179"
8698,"synaptosomal-associated protein, 23kDa",8698,"SNAP23","synaptosomal-associated protein, 23kDa",8773,"15","n/a","n/a","4.81e-30","2.178"
119465,"family with sequence similarity 111, member B",119465,"FAM111B","family with sequence similarity 111, member B",374393,"11","n/a","n/a","2.58e-08","2.177"
34996,"NECAP endocytosis associated 2",34996,"NECAP2","NECAP endocytosis associated 2",55707,"1","n/a","n/a","1.68e-22","2.177"
33744,"Ras and Rab interactor 2",33744,"RIN2","Ras and Rab interactor 2",54453,"20","n/a","n/a","1.48e-07","2.175"
55485,"MLF1 interacting protein",55485,"MLF1IP","MLF1 interacting protein",79682,"4","n/a","n/a","1.38e-07","2.174"
157125639,"DNM3 opposite strand/antisense RNA (non-protein coding)",157125639,"DNM3OS","DNM3 opposite strand/antisense RNA (non-protein coding)",100628315,"1","n/a","n/a","2.27e-07","2.174"
11036,"SEC23 interacting protein",11036,"SEC23IP","SEC23 interacting protein",11196,"10","n/a","n/a","7.07e-17","2.172"
55272,"deleted in lymphocytic leukemia 2-like",55272,"DLEU2L","deleted in lymphocytic leukemia 2-like",79469,"1","n/a","n/a","1.24e-10","2.170"
33887,"LINE-1 type transposase domain containing 1",33887,"L1TD1","LINE-1 type transposase domain containing 1",54596,"1","n/a","n/a","7.58e-07","2.169"
1599,"death-associated protein",1599,"DAP","death-associated protein",1611,"5","n/a","n/a","1.63e-25","2.169"
